tweet_id,author,text,date,url,text_cleaned,sentiment,catégorie,priority,urgent,besoin_reponse,estimation_resolution,réclamations
529,CHARRONVALERIE,panne des services free depuis 2 jours. et silence complet. c est inadmissible. qui peut répondre ? serviceclientfreecatastrophisue,2024-08-08 06:38:56+00:00,https://twitter.com/CHARRONVALERIE/status/1821435911332118833,panne des services free depuis 2 jours. et silence complet. c est inadmissible. qui peut repondre ? serviceclientfreecatastrophisue,negatif,technique,basse,False,True,72,oui
2269,SkynozYT2,encore une panne fibre optique free sur épinal dans le 88 il se passe quoi sérieusement ça fait la 2ème panne depuis le 25 octobre dans la région faites-quelque chose stv vraiment !!,2024-11-05 00:05:23+00:00,https://twitter.com/SkynozYT2/status/1853589390662005113,encore une panne fibre optique free sur epinal dans le 88 il se passe quoi serieusement ca fait la 2eme panne depuis le 25 octobre dans la region faites-quelque chose stv vraiment !!,negatif,fibre,basse,False,True,72,non
1287,poesieandpages,"jour 15 - toujours pas de wifi chez moi, c’est quoi ce bordel free",2024-09-16 10:06:38+00:00,https://twitter.com/poesieandpages/status/1835621307901264184,"jour 15 - toujours pas de wifi chez moi, c'est quoi ce bordel free",neutre,internet,basse,False,False,72,non
1041,NaskaH7,c’est vraiment d’la merde avec le coupure toute les 5min et on paie 60e pour cette daube,2024-09-05 01:16:15+00:00,https://twitter.com/NaskaH7/status/1831501563493543948,c'est vraiment d'la merde avec le coupure toute les 5min et on paie 60e pour cette daube,neutre,réseau,moyenne,False,False,48,non
2311,GrandMarsan,"est-ce qu’on peut faire qqchose contre les sondages,bureaux d’études et autres pubs qui pourrissent nos téléphones jusqu’à 4 et 6 fois par jour?quoiqu’il il y a tellement d’arnaque par téléphone que même si on pouvait s’intéresser à un de ces trucs, il reste prudent de raccrocher",2024-11-06 16:52:31+00:00,https://twitter.com/GrandMarsan/status/1854205234014499157,"est-ce qu'on peut faire qqchose contre les sondages,bureaux d'etudes et autres pubs qui pourrissent nos telephones jusqu'a 4 et 6 fois par jour?quoiqu'il il y a tellement d'arnaque par telephone que meme si on pouvait s'interesser a un de ces trucs, il reste prudent de raccrocher",negatif,autre,basse,False,True,72,non
2841,bvgoat2,1 semaine d’interruption d’internet pour travaux qui se transforment en 1 mois et demi j’vous deteste,2024-12-06 21:03:23+00:00,https://twitter.com/bvgoat2/status/1865140002658636264,1 semaine d'interruption d'internet pour travaux qui se transforment en 1 mois et demi j'vous deteste,neutre,internet,basse,False,False,72,non
2076,AurL_Swx,bonsoir des nouvelles sur l’absence de service depuis ce matin dans le 13 ?! nnmerci,2024-10-22 14:49:54+00:00,https://twitter.com/AurL_Swx/status/1848738555054497890,bonsoir des nouvelles sur l'absence de service depuis ce matin dans le 13 ?! nnmerci,positif,service,moyenne,False,False,48,non
822,Michel2laude,", pas loin d'une quinzaine de jours sans que vous ayez pu résoudre un problème de connexion.nle service technique qui se défile.nun rendez-vous annulé et maintenant 24 heures que j'attends des nouvelles du technicien, sans résultat !nje suis très en colère !",2024-08-24 14:44:56+00:00,https://twitter.com/Michel2laude/status/1827356421358309710,", pas loin d'une quinzaine de jours sans que vous ayez pu resoudre un probleme de connexion.nle service technique qui se defile.nun rendez-vous annule et maintenant 24 heures que j'attends des nouvelles du technicien, sans resultat !nje suis tres en colere !",negatif,réseau,basse,False,True,72,non
2127,aqsim10,"ça fait 15 ans chez gré , je déménage à villebon sur yvette j’appelle free car jai fibre quand je fais le test sur la carte officielle, j’appelle je tombe sur une femme malpolie qui me sort « c’est faux vous mentez vous vous tromper c’est pas free » mais c’est quoi ce bordel ??",2024-10-24 12:17:10+00:00,https://twitter.com/aqsim10/status/1849424895353974932,"ca fait 15 ans chez gre , je demenage a villebon sur yvette j'appelle free car jai fibre quand je fais le test sur la carte officielle, j'appelle je tombe sur une femme malpolie qui me sort << c'est faux vous mentez vous vous tromper c'est pas free >> mais c'est quoi ce bordel ??",positif,fibre,basse,False,False,72,non
322,WCherifi30,bonjour je jette une bouteille à la mer je suis le seul à avoir des soucis avec internet chez,2024-07-29 06:40:27+00:00,https://twitter.com/WCherifi30/status/1817812414890390010,bonjour je jette une bouteille a la mer je suis le seul a avoir des soucis avec internet chez,positif,internet,moyenne,False,False,48,non
1371,aelyna_,"oh vous me faites peter un câble. 3 semaines voir 4 que j’attends un technicien fibre, je change mon forfait orange pour free en pensant avoir une meilleure connexion et au final m’a 5g s’apparente à de la 3g je vais peter un boulon. 0 dédommagement pr la fibre et mtn ça",2024-09-19 15:07:18+00:00,https://twitter.com/aelyna_/status/1836784137933344919,"oh vous me faites peter un cable. 3 semaines voir 4 que j'attends un technicien fibre, je change mon forfait orange pour free en pensant avoir une meilleure connexion et au final m'a 5g s'apparente a de la 3g je vais peter un boulon. 0 dedommagement pr la fibre et mtn ca",neutre,réseau,basse,False,False,72,non
2721,ozofozneod,"ouais vous avez un service incompétent de fou, c’est la période des partiels les gens doivent bosser avec internet et vous êtes incapables d’envoyer un technicien alors quil devait passer aujd ?? c vous vous payez ma 4g ?",2024-12-02 20:24:57+00:00,https://twitter.com/ozofozneod/status/1863680778162352606,"ouais vous avez un service incompetent de fou, c'est la periode des partiels les gens doivent bosser avec internet et vous etes incapables d'envoyer un technicien alors quil devait passer aujd ?? c vous vous payez ma 4g ?",neutre,fibre,basse,False,False,72,non
3457,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nnretrouvez-moi dès à présent sur messenger concernant votre situation :n▶️ sommes également disponibles via d'autres canaux :n▶️ - freen",2025-05-20 16:18:06+00:00,https://twitter.com/Freebox/status/1924862205037527408,"bonjour,nnla messagerie privee x n'est plus disponible. nnretrouvez-moi des a present sur messenger concernant votre situation :n play_button sommes egalement disponibles via d'autres canaux :n play_button - freen",positif,autre,basse,False,False,72,non
360,JeuDecide,freeeeeeeeeeee depuis hier notre connexion adsl ne marche plus (déjà que de base on a une connexion pourrave du genre qu'on peut pas regarder la télé et aller sur le pc en même temps) et la 4g rame comme jamais !nnje vais partir chez orange si ça continue,2024-07-30 04:39:42+00:00,https://twitter.com/JeuDecide/status/1818144414688010611,freeeeeeeeeeee depuis hier notre connexion adsl ne marche plus (deja que de base on a une connexion pourrave du genre qu'on peut pas regarder la tele et aller sur le pc en meme temps) et la 4g rame comme jamais !nnje vais partir chez orange si ca continue,negatif,réseau,moyenne,False,True,48,non
1194,Palpatine000,"tien free parle ici, ça ignore mes courriers mais sa parle ici, vous êtes à la limite de la procédure de mise en demeure si vous continuez à m'ignorer.",2024-09-10 18:53:42+00:00,https://twitter.com/Palpatine000/status/1833579620006047821,"tien free parle ici, ca ignore mes courriers mais sa parle ici, vous etes a la limite de la procedure de mise en demeure si vous continuez a m'ignorer.",neutre,autre,basse,False,False,72,non
1754,CharlieMP_Blue,j'ai gagné !,2024-10-05 16:04:39+00:00,https://twitter.com/CharlieMP_Blue/status/1842596772792967635,j'ai gagne !,neutre,autre,basse,False,False,72,non
24,MitchelMcPat,et vous ça se passe comment la fibre ?n c’est la misère vraiment jpp,2022-01-23 19:18:24+00:00,https://twitter.com/MitchelMcPat/status/1485331097844129798,et vous ca se passe comment la fibre ?n c'est la misere vraiment jpp,neutre,fibre,basse,False,False,72,non
504,NedxMacBethx,"plus rapide peut-être, mais quand ca fonctionne. c'est-à-dire que leon marchand vous éclate du coup.. mais appelons le 3244 qui te raccroche au nez voyons!",2024-08-07 05:35:36+00:00,https://twitter.com/NedxMacBethx/status/1821057584092107070,"plus rapide peut-etre, mais quand ca fonctionne. c'est-a-dire que leon marchand vous eclate du coup.. mais appelons le 3244 qui te raccroche au nez voyons!",positif,mobile,basse,False,False,72,non
2018,winotheslug,donc là j’ai plus de wifi jusqu’à mercredi vous servez à quoi au juste,2024-10-20 17:38:54+00:00,https://twitter.com/winotheslug/status/1848056311826846094,donc la j'ai plus de wifi jusqu'a mercredi vous servez a quoi au juste,neutre,internet,haute,True,False,2,non
2514,Mehdiyeah,c’est quoi cette connerie ? on ne peut plus passer les pubs si on regarde en différé.nenlevez ça de suite ou je me désabonne !n,2024-11-19 22:06:53+00:00,https://twitter.com/Mehdiyeah/status/1858995385911701760,c'est quoi cette connerie ? on ne peut plus passer les pubs si on regarde en differe.nenlevez ca de suite ou je me desabonne !n,positif,autre,basse,False,False,72,non
3279,maximegiovanne1,"c’est quand que vous revenez réparer la fibre chez moi, je peux plus jouer à depuis cinq jours ça me gratte les veines",2025-04-11 15:04:23+00:00,https://twitter.com/maximegiovanne1/status/1910710525261914547,"c'est quand que vous revenez reparer la fibre chez moi, je peux plus jouer a depuis cinq jours ca me gratte les veines",neutre,fibre,basse,False,False,72,non
3155,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nnretrouvez-moi dès à présent sur messenger pour faire le point sur votre situation :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-24 15:00:30+00:00,https://twitter.com/Freebox/status/1904186569092739178,"bonjour,nnla messagerie privee x n'est plus disponible.nnretrouvez-moi des a present sur messenger pour faire le point sur votre situation :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,autre,basse,False,False,72,non
2776,Magali_L_,"à un moment, va falloir m'expliquer les choses car je n'y comprends rien.nl'équipe free proxy dont je dépends m'a prêter un back up internet. j'ai un peu de wifi mais pas la tv ??n",2024-12-04 16:24:26+00:00,https://twitter.com/Magali_L_/status/1864345025749950507,"a un moment, va falloir m'expliquer les choses car je n'y comprends rien.nl'equipe free proxy dont je depends m'a preter un back up internet. j'ai un peu de wifi mais pas la tv ??n",neutre,tv,basse,False,False,72,non
1065,Kenma_kugel,les bots aussi ont le droit de voter !! (jvais te retrouver ving),2024-09-05 20:29:12+00:00,https://twitter.com/Kenma_kugel/status/1831791713381445694,les bots aussi ont le droit de voter !! (jvais te retrouver ving),neutre,autre,basse,False,False,72,non
289,blogforluv,"bonjour, le bordereau de renvoi de matériel ne marche pas même après plusieurs essais dans différents points relais, la date d’envoi à expirer il y a quelques jours (2 pour être plus precise), est-ce tjrs possible d’envoyer le colis, si oui comment ?",2024-07-27 06:28:13+00:00,https://twitter.com/blogforluv/status/1817084559474733391,"bonjour, le bordereau de renvoi de materiel ne marche pas meme apres plusieurs essais dans differents points relais, la date d'envoi a expirer il y a quelques jours (2 pour etre plus precise), est-ce tjrs possible d'envoyer le colis, si oui comment ?",neutre,autre,basse,False,False,72,non
2485,whymper_conseil,incident free réseau sur et 73100 ?nincident sur câble semble t'il ?n,2024-11-18 09:04:59+00:00,https://twitter.com/whymper_conseil/status/1858436229571711025,incident free reseau sur et 73100 ?nincident sur cable semble t'il ?n,neutre,autre,basse,False,False,72,non
49,Ben29072013,13 minutes 13 sec!! c'est le temps encoreeeee une fois perdu à attendre après free pour résoudre un problème récurent !! incompétence !! ils ne répondent jamais!!,2024-07-16 16:50:39+00:00,https://twitter.com/Ben29072013/status/1813254932449140912,13 minutes 13 sec!! c'est le temps encoreeeee une fois perdu a attendre apres free pour resoudre un probleme recurent !! incompetence !! ils ne repondent jamais!!,neutre,autre,basse,False,False,72,non
3606,aliguygnor,bonjour pouvez vous me contacter concernant ma ligne qui serait résilié alors que j ai rien demandé. merci,2025-06-02 21:26:17+00:00,https://twitter.com/aliguygnor/status/1929650805453230346,bonjour pouvez vous me contacter concernant ma ligne qui serait resilie alors que j ai rien demande. merci,positif,service,basse,False,True,72,oui
2786,malovavanou,j’ai un problème je veux changer ma box on me demande de renvoyer l’ancienne avec la télécommande ( que je n’ai plus ça fait plus de 10 ans que je suis chez vous ) je fais comment,2024-12-04 22:53:18+00:00,https://twitter.com/malovavanou/status/1864442885606637785,j'ai un probleme je veux changer ma box on me demande de renvoyer l'ancienne avec la telecommande ( que je n'ai plus ca fait plus de 10 ans que je suis chez vous ) je fais comment,neutre,fibre,haute,True,True,2,oui
2380,KisakiLao,"hahahahahgagagga nn40 euros construction de ligne mais je pleure je jure le technicien il est venu chez moi 5mn, il a bu le café et il est repartinnet prorata mes couilles je suis restée 1 mois sans internet j'ai demandé la fibre ils ont mis l'adsl nn vous êtes pas prets",2024-11-12 05:35:48+00:00,https://twitter.com/KisakiLao/status/1856209257961549962,"hahahahahgagagga nn40 euros construction de ligne mais je pleure je jure le technicien il est venu chez moi 5mn, il a bu le cafe et il est repartinnet prorata mes couilles je suis restee 1 mois sans internet j'ai demande la fibre ils ont mis l'adsl nn vous etes pas prets",neutre,fibre,haute,True,True,2,oui
347,YanAmarre3,pour moi aussinaucune boite de réception webmail free est hsnplus aucun mail depuis le 25/07/24nheureusement gmail fonctionne bien !,2024-07-29 16:40:38+00:00,https://twitter.com/YanAmarre3/status/1817963453778379006,pour moi aussinaucune boite de reception webmail free est hsnplus aucun mail depuis le 25/07/24nheureusement gmail fonctionne bien !,positif,internet,haute,True,False,2,non
1955,snowy_freal,bonjour moyen de me contacter pls en gros la fibre est installé faut juste la brancher mais vous louez le truc à sfr donc pls moyen de contacter sfr pour leur dire de venir me brancher ( j’vous suis si vous voulez me contacter en pv ),2024-10-17 10:21:39+00:00,https://twitter.com/snowy_freal/status/1846859112086155327,bonjour moyen de me contacter pls en gros la fibre est installe faut juste la brancher mais vous louez le truc a sfr donc pls moyen de contacter sfr pour leur dire de venir me brancher ( j'vous suis si vous voulez me contacter en pv ),positif,fibre,basse,False,False,72,non
3365,abbas_brahim,freeeeeeee oh freeeeeeenpouvez-vous me dire où en est la raccordement de la fibre chez moiiiii,2025-05-06 17:55:50+00:00,https://twitter.com/abbas_brahim/status/1919813368707219679,freeeeeeee oh freeeeeeenpouvez-vous me dire ou en est la raccordement de la fibre chez moiiiii,neutre,fibre,basse,False,False,72,non
2498,Nathathoustra,"depuis le 9 oct, fils arrachés, box qui ne fctne plus. 4 techniciens sont venus, pour dire qu'il fallait une nacelle, mais jamais de nacelle. aucun contact possible hormis l'assistance de proximité qui ne fait rien. un suivi nul. je fais quoi ??! freebox",2024-11-19 12:24:01+00:00,https://twitter.com/Nathathoustra/status/1858848706264522830,"depuis le 9 oct, fils arraches, box qui ne fctne plus. 4 techniciens sont venus, pour dire qu'il fallait une nacelle, mais jamais de nacelle. aucun contact possible hormis l'assistance de proximite qui ne fait rien. un suivi nul. je fais quoi ??! freebox",negatif,fibre,haute,True,True,2,non
1407,theblaide,3 pannes en 2 semaines... quelque chose a changé ? en tout cas c'était mieux avant! je pense serieusement a changer d'opérateur... pas bravo.,2024-09-21 07:16:33+00:00,https://twitter.com/theblaide/status/1837390444461686827,3 pannes en 2 semaines... quelque chose a change ? en tout cas c'etait mieux avant! je pense serieusement a changer d'operateur... pas bravo.,neutre,technique,basse,False,False,72,non
381,Philou_9,et en france métropolitaie ?,2024-07-30 12:26:37+00:00,https://twitter.com/Philou_9/status/1818261917414134188,et en france metropolitaie ?,neutre,autre,basse,False,False,72,non
1503,Freebox,"désolé pour notre temps de réponse nnla messagerie privée x n’est plus disponible, et nous en sommes désolés. nvous n'avez pas encore envoyé de dm ? retrouvez-moi dès à présent sur messenger &gt; ou via - free",2024-09-26 13:33:53+00:00,https://twitter.com/Freebox/status/1839297341850821034,"desole pour notre temps de reponse nnla messagerie privee x n'est plus disponible, et nous en sommes desoles. nvous n'avez pas encore envoye de dm ? retrouvez-moi des a present sur messenger &gt; ou via - free",neutre,autre,basse,False,False,72,non
3274,adriends,"bonjour, comment ça se passe quand le technicien censé raccorder la ligne internet ne vient pas ?",2025-04-11 11:02:52+00:00,https://twitter.com/adriends/status/1910649748316381452,"bonjour, comment ca se passe quand le technicien cense raccorder la ligne internet ne vient pas ?",positif,fibre,basse,False,False,72,non
2010,chinoir__,le réseau en panne chez vous aussi ? j’ai plus internet chez moi,2024-10-19 13:17:43+00:00,https://twitter.com/chinoir__/status/1847628194054074540,le reseau en panne chez vous aussi ? j'ai plus internet chez moi,negatif,technique,basse,False,True,72,non
3191,bebi27,hello free!nj’ai toujours de gros problèmes de connexions avec les appareils domotique sur le répéteur wifi 7..nobligé de le retirer et de remette l’ancien.,2025-03-29 07:49:05+00:00,https://twitter.com/bebi27/status/1905889938328981593,hello free!nj'ai toujours de gros problemes de connexions avec les appareils domotique sur le repeteur wifi 7..noblige de le retirer et de remette l'ancien.,neutre,réseau,basse,False,False,72,non
3731,Itsvrah_,"bonjour , cela fait maintenant 3 jours que je n’ai plus aucun service. j’ai déjà appelé votre assistance, j’ai 0 retour. nnça commence à faire beaucoup là.",2025-06-12 21:54:44+00:00,https://twitter.com/Itsvrah_/status/1933281841944953272,"bonjour , cela fait maintenant 3 jours que je n'ai plus aucun service. j'ai deja appele votre assistance, j'ai 0 retour. nnca commence a faire beaucoup la.",positif,mobile,haute,True,False,2,non
882,aloco_poulet,"depuis ce matin g plus de télé, plus de ligne fixe et plus de wifi if i catch u… free if i catch u",2024-08-27 17:25:04+00:00,https://twitter.com/aloco_poulet/status/1828483885539393692,"depuis ce matin g plus de tele, plus de ligne fixe et plus de wifi if i catch u... free if i catch u",neutre,internet,haute,True,False,2,non
1575,GuillaumeLB13,"chez vous depuis février. une galère pour l'installation de la fibre. 3 techniciens différents, le premier n'est jamais venu (1 journée posée pour rien), le second est arrivé à 20 heures jusqu'à 22 heures. 2 jours après, fibre coupée dans mon local par un autre technicien.",2024-09-30 16:32:07+00:00,https://twitter.com/GuillaumeLB13/status/1840791747690963386,"chez vous depuis fevrier. une galere pour l'installation de la fibre. 3 techniciens differents, le premier n'est jamais venu (1 journee posee pour rien), le second est arrive a 20 heures jusqu'a 22 heures. 2 jours apres, fibre coupee dans mon local par un autre technicien.",neutre,fibre,basse,False,False,72,non
2553,ricou44330,vos serveurs de mail sont hs ?,2024-11-21 16:13:30+00:00,https://twitter.com/ricou44330/status/1859631232696361246,vos serveurs de mail sont hs ?,neutre,autre,basse,False,False,72,non
2358,JcbHimalya31,dix jours depuis ma box pop est bloquee sur l'etape 2 que free m'envoie untechnicien pour retablir la liaison avec la fibre . !! sav ? jeanclaudeb21.fr,2024-11-09 00:13:13+00:00,https://twitter.com/JcbHimalya31/status/1855040914160599274,dix jours depuis ma box pop est bloquee sur l'etape 2 que free m'envoie untechnicien pour retablir la liaison avec la fibre . !! sav ? jeanclaudeb21.fr,neutre,fibre,basse,False,False,72,non
2439,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés utilisateur2184nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-11-14 09:26:44+00:00,https://twitter.com/Freebox/status/1856992151151734789,"la messagerie privee x n'est plus disponible, et nous en sommes desoles utilisateur2184nnretrouvez-nous des a present sur messenger &gt; nou via",neutre,autre,basse,False,False,72,non
454,3euros_vincent,des nouvelles de votre côté ? moi je n'ai toujours rien. pour le moment je suis en train d'utiliser mon smartphone comme modem mais cela ne pourra pas durer longtemps,2024-08-05 10:25:55+00:00,https://twitter.com/3euros_vincent/status/1820405869009313833,des nouvelles de votre cote ? moi je n'ai toujours rien. pour le moment je suis en train d'utiliser mon smartphone comme modem mais cela ne pourra pas durer longtemps,neutre,autre,basse,False,False,72,non
1809,JokicIsBae,"ouais mais faites qqch pour ma connexion, la 5g et la wifi sont pas du tout stables...",2024-10-08 13:12:41+00:00,https://twitter.com/JokicIsBae/status/1843640660496167219,"ouais mais faites qqch pour ma connexion, la 5g et la wifi sont pas du tout stables...",neutre,réseau,basse,False,False,72,non
311,_nauplie,"bonjour, je vais perdre tous mes cheveux pour comprendre pourquoi le formulaire pour compléter mon adresse afin de voir pour la fibre ne peut pas être validé ! j'ai rempli tous les champs, mais impossible d'envoyer...je suis à deux doigts de partir de chez vous...",2024-07-28 20:48:06+00:00,https://twitter.com/_nauplie/status/1817663346239307979,"bonjour, je vais perdre tous mes cheveux pour comprendre pourquoi le formulaire pour completer mon adresse afin de voir pour la fibre ne peut pas etre valide ! j'ai rempli tous les champs, mais impossible d'envoyer...je suis a deux doigts de partir de chez vous...",neutre,fibre,basse,False,False,72,non
432,hou1919,coupure d’internet toutes les semaines sans dédommagement,2024-08-02 13:00:27+00:00,https://twitter.com/hou1919/status/1819357596261707853,coupure d'internet toutes les semaines sans dedommagement,neutre,réseau,moyenne,False,False,48,non
904,RiriBestWaifu,"moi on a fait une demande, à voir mtn",2024-08-28 18:04:46+00:00,https://twitter.com/RiriBestWaifu/status/1828856262215291346,"moi on a fait une demande, a voir mtn",neutre,autre,basse,False,True,72,oui
3561,Dothiefree,"1 question . je remarque que depuis quelques temps l'accès gratuit à canalvod sur interface clubs vidéo ,affiche écran noir alors qu'avant je pouvais louer des films. ( j'ai une box crystal). c'est normal?",2025-05-30 15:34:52+00:00,https://twitter.com/Dothiefree/status/1928475203866136768,"1 question . je remarque que depuis quelques temps l'acces gratuit a canalvod sur interface clubs video ,affiche ecran noir alors qu'avant je pouvais louer des films. ( j'ai une box crystal). c'est normal?",neutre,fibre,basse,False,False,72,non
2753,Ratsrod,"salut,si nous prenons l'offre a 7€ pour les abonnés est-ce qu'on retrouve la chaîne canal plus après résiliation ?? merci",2024-12-03 19:13:57+00:00,https://twitter.com/Ratsrod/status/1864025296569053229,"salut,si nous prenons l'offre a 7EUR pour les abonnes est-ce qu'on retrouve la chaine canal plus apres resiliation ?? merci",positif,autre,basse,False,False,72,non
2343,wearechooo,on est des milliers comme toi depuis 48h et free ne fait rien !,2024-11-08 09:10:14+00:00,https://twitter.com/wearechooo/status/1854813672691945853,on est des milliers comme toi depuis 48h et free ne fait rien !,neutre,autre,basse,False,False,72,non
2045,AlphaGeekV2,"cela reste à confirmer par /, mais il semblerait que des données soient sorties de chez eux… nnsoyez vigilants !",2024-10-22 09:54:29+00:00,https://twitter.com/AlphaGeekV2/status/1848664211624255711,"cela reste a confirmer par /, mais il semblerait que des donnees soient sorties de chez eux... nnsoyez vigilants !",neutre,autre,basse,False,False,72,non
3201,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nnretrouvez-moi dès à présent sur messenger pour faire un diagnostic avec votre répéteur wifi 7 :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-31 14:55:15+00:00,https://twitter.com/Freebox/status/1906721962996478029,"bonjour,nnla messagerie privee x n'est plus disponible.nnretrouvez-moi des a present sur messenger pour faire un diagnostic avec votre repeteur wifi 7 :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",positif,internet,basse,False,False,72,non
3461,ramoopkac,est-ce que c’est normal de priver vos abonnés de connexion depuis plusieurs jours et malgré nos appels téléphoniques vos agents parlent mal et reportent à leurs bon vouloir les rendez-vous pour l’intervention d’un technicien,2025-05-20 23:08:45+00:00,https://twitter.com/ramoopkac/status/1924965548649062596,est-ce que c'est normal de priver vos abonnes de connexion depuis plusieurs jours et malgre nos appels telephoniques vos agents parlent mal et reportent a leurs bon vouloir les rendez-vous pour l'intervention d'un technicien,positif,réseau,haute,True,False,2,non
3563,malzak47,"laisser 1 semaine un foyer sans connexion et pas de remplacement de clé 4g pour un abonnement à 50€ par mois ça vous pas fait pas chier ? sachant que c’est pas un foyer mais tt la résidence honte à vous, , je regrette d’avoir été employé chez vous.",2025-05-30 16:14:56+00:00,https://twitter.com/malzak47/status/1928485286863921644,"laisser 1 semaine un foyer sans connexion et pas de remplacement de cle 4g pour un abonnement a 50EUR par mois ca vous pas fait pas chier ? sachant que c'est pas un foyer mais tt la residence honte a vous, , je regrette d'avoir ete employe chez vous.",positif,réseau,basse,False,False,72,non
778,Freebox,"je suis navré de la gêne occasionnée par ces appels.nnafin de pouvoir faire le nécessaire, je vous invite à me contacter sur messenger :n - free",2024-08-22 08:09:04+00:00,https://twitter.com/Freebox/status/1826532026003976381,"je suis navre de la gene occasionnee par ces appels.nnafin de pouvoir faire le necessaire, je vous invite a me contacter sur messenger :n - free",neutre,mobile,basse,False,False,72,non
2341,TedEbayeur,"bonjour, panne internet bloqué à l'étape 2 depuis 3 jours au 17 clos de la bataille 14600 honfleur.! je suis à 2 doigts de changer d'opérateur",2024-11-08 05:11:07+00:00,https://twitter.com/TedEbayeur/status/1854753496244887908,"bonjour, panne internet bloque a l'etape 2 depuis 3 jours au 17 clos de la bataille 14600 honfleur.! je suis a 2 doigts de changer d'operateur",neutre,technique,basse,False,False,72,non
