tweet_id,author,text,date,url,sentiment,category,priority,is_urgent,needs_response,estimated_resolution_time
2558,NoLpeYu,je sais pas qui contacter mais j’en ai ras le cul de jouer à 150 de ping tout les jours elle arrive quand la fibre là ça fait 10 ans j’attends tout les villages du coin sont fibrés… ça devient invivable aidez moi je suis à bout là,2024-11-21 22:09:59+00:00,https://twitter.com/NoLpeYu/status/1859720941271691309,neutral,question,moyenne,False,True,15
665,duo_fiery,et la panne a roquefort hein?,2024-08-17 04:02:41+00:00,https://twitter.com/duo_fiery/status/1824658081159975283,negative,technique,haute,True,True,90
561,SamCenation90,tu paies un d'abonnement et ça marche pas ! merci,2024-08-08 19:38:53+00:00,https://twitter.com/SamCenation90/status/1821632193866899693,positive,abonnement,basse,False,True,15
828,Fabdesrosiers,"démarche pour installer l’adsl débutée le 13/07, le 25/08 n’a toujours pas réussi à collaborer avec pour finaliser ma connexion. incapable de débloquer la situation et repoussent de jours en jours la connexion!",2024-08-25 07:58:05+00:00,https://twitter.com/Fabdesrosiers/status/1827616422857425097,neutral,autre,basse,False,True,15
3108,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour régler cette anomalie de wi-fi :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-19 13:17:15+00:00,https://twitter.com/Freebox/status/1902348645590274434,neutral,autre,basse,False,True,15
3507,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nretrouvez-moi dès à présent sur messenger afin de faire le point sur votre connexion. n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-26 09:36:56+00:00,https://twitter.com/Freebox/status/1926935574939574527,neutral,autre,basse,False,True,15
3708,Freebox,"bonjour,nnsi la situation est toujours d'actualité, je vous invite à nous contacter dès à présent sur messenger : n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-10 09:45:08+00:00,https://twitter.com/Freebox/status/1932373456269582799,neutral,autre,basse,False,True,15
673,Loloscrt,"service technique totalement à l'ouest, n'écoute pas ses clients et se contente de lire leur papier... se fout ouvertement de la gueule des gens en ligne car on les attend rigoler! 1 semaine que je paye pour rien car toujours plus d'internet et personne regle le pb...",2024-08-17 13:42:07+00:00,https://twitter.com/Loloscrt/status/1824803898181243145,neutral,technique,basse,False,True,30
1939,Pasteurdouglas1,oui enfin,2024-10-16 18:39:52+00:00,https://twitter.com/Pasteurdouglas1/status/1846622102130249947,neutral,autre,basse,False,True,15
2041,BustaR67,pire opérateur internet! tout les 2/3jours panne générale pas de tv pas d’internet réseau a chier pire que sfr et de treeeeees loins! 2mois que j’ai free j’en suis a au moins 20 ou 25 panne total! adieu et re bonjours,2024-10-22 00:21:32+00:00,https://twitter.com/BustaR67/status/1848520026879393902,negative,réseau,haute,True,True,135
2165,AlexandreVoltz,"une panne le jour de la sortie de bo6 je vous pardonnerai jamais, il est encore temps de pas gâcher ma soirée ça fait 6h maintenant, vos techniciens sont entrain de jouer eux aussi?",2024-10-25 18:13:57+00:00,https://twitter.com/AlexandreVoltz/status/1849877072400859175,negative,technique,haute,True,True,90
2476,BalaganToni,"bonjour, je suis abonné free box et j'ai perdu mes identifiants.nquelle est la procédure pour les récupérer ?nmerci",2024-11-16 20:09:50+00:00,https://twitter.com/BalaganToni/status/1857878766405521804,positive,compliment,basse,False,False,2
1015,kevmanner,"bonjour le nro qui tombe six fois en panne, en 24 heures, est-ce normal ?",2024-09-04 05:09:18+00:00,https://twitter.com/kevmanner/status/1831197827688439880,negative,technique,haute,True,True,90
3171,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger:n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-26 13:52:04+00:00,https://twitter.com/Freebox/status/1904894122470576267,neutral,autre,basse,False,True,15
1284,MKAKAultra,remettez la connexion j’ai un programme à finir .,2024-09-15 20:17:59+00:00,https://twitter.com/MKAKAultra/status/1835412770986008657,neutral,autre,basse,False,True,15
2178,Freebox,"bonjour alphageekv2,nnje comprends votre interrogation, sachez que si votre compte est concerné, vous avez reçu ou recevrez rapidement un email de free, sur votre adresse email de contact. nvous y trouverez toutes les informations à connaitre.",2024-10-26 09:08:34+00:00,https://twitter.com/Freebox/status/1850102207233904670,neutral,autre,basse,False,True,15
3105,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour qu'on fasse le point sur la situation :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-19 12:26:02+00:00,https://twitter.com/Freebox/status/1902335755147735402,neutral,autre,basse,False,True,15
2781,maeva_liars,vous êtes le pire opérateur npas joignable !!,2024-12-04 18:32:15+00:00,https://twitter.com/maeva_liars/status/1864377190307045594,neutral,autre,basse,False,True,15
1300,Freebox,la messagerie x n’est plus disponible. mais je vous propose de nous contacter via messenger &gt; avez également à disposition le 3244 et notre compte instagram.nnjulie- free,2024-09-17 11:14:26+00:00,https://twitter.com/Freebox/status/1836000757604032516,neutral,autre,basse,False,True,15
223,YouxiLevrai,vous devriez augmenter vos prix peut être que sa réduira les 200 pannes qu'on a chez vous chaque mois.. ‍,2024-07-22 23:02:17+00:00,https://twitter.com/YouxiLevrai/status/1815522787097723137,negative,facturation,haute,True,True,45
1704,m177ls2,dis toi j’ai tjr pas internet là j’suis connecté sur le réseau suisse mdr fuck,2024-10-03 22:10:34+00:00,https://twitter.com/m177ls2/status/1841964085899903454,neutral,réseau,basse,False,True,45
3368,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si votre demande d'assistance est toujours d'actualité. n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-07 11:32:20+00:00,https://twitter.com/Freebox/status/1920079246459842585,neutral,autre,basse,False,True,15
864,Jean_Aiplinle,"bonjour, je souhaites changer de forfait freebox et déménager, pourriez vous me téléphoner svp?",2024-08-26 16:40:49+00:00,https://twitter.com/Jean_Aiplinle/status/1828110361700246005,neutral,abonnement,basse,False,True,15
3268,ani_colas,pouvez-vous s’il vous plaît m’aider concernant mon problème avec ma connexion.. j’ai plus internet à cause d’un écrasement de ligne et je suis bloqué sans aucune solution en payant votre offre ultra ! d’autant plus que je suis en tt et je risque d’avoir un soucis d’ici qql jours.,2025-04-09 14:21:47+00:00,https://twitter.com/ani_colas/status/1909975031326597141,negative,autre,critique,True,True,60
156,LaurentLecomte8,moi en normandie freebox bloqué étape 6,2024-07-19 18:32:58+00:00,https://twitter.com/LaurentLecomte8/status/1814367848115868154,neutral,autre,critique,True,True,60
1359,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés uncleberto7nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-19 07:23:33+00:00,https://twitter.com/Freebox/status/1836667429855936586,neutral,autre,basse,False,True,15
549,SamP1977,eh cc consulté une boîte mail de chez vous qui n'a pas migré sous zimbra c'est un enfer.,2024-08-08 11:44:16+00:00,https://twitter.com/SamP1977/status/1821512750947770450,neutral,autre,basse,False,True,15
530,LocoLorrain,donc la ça fait une semaine qu'internet ne fonctionne plus dans mon secteur.nnmerci !,2024-08-08 06:40:42+00:00,https://twitter.com/LocoLorrain/status/1821436355282424188,positive,compliment,basse,False,False,2
887,MMazingue,bonjour est-ce que c'est possible de retirer les paramètres bloquant qui empêchent vos utilisateurs d'accéder au site ? merci,2024-08-28 07:41:21+00:00,https://twitter.com/MMazingue/status/1828699376992014546,positive,compliment,basse,False,False,2
1521,Philois83,"bjr, actuellement je n'ai pas les chaînes 15, 16 et 26, pourquoi ? je suis sur freebox révolution !",2024-09-27 08:21:08+00:00,https://twitter.com/Philois83/status/1839581025904534004,neutral,question,basse,False,True,7
2940,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés.nvous n'avez pas encore envoyé de dm ? retrouvez-moi dès à présent sur messenger &gt; - free",2024-12-17 15:23:46+00:00,https://twitter.com/Freebox/status/1869040799112970665,neutral,question,basse,False,True,7
2297,_Christophe_S,hello ça va d'éditer les factures de box le 5 à 19h et dire payable le 4 sérieusement les remise à 0 se font le 1er à minuit et à chaque mois il faut 3 à 4 jours pour éditer une facture c'est lassant...,2024-11-05 21:11:22+00:00,https://twitter.com/_Christophe_S/status/1853907987359748102,neutral,facturation,basse,False,True,15
3169,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-26 13:42:49+00:00,https://twitter.com/Freebox/status/1904891793470083522,neutral,autre,basse,False,True,15
354,Virdroxx,je paye une blinde est ma box marche plus as 23h50 comme hier soir merci beaucoup,2024-07-29 21:57:34+00:00,https://twitter.com/Virdroxx/status/1818043215276298449,positive,compliment,basse,False,False,2
3672,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour que nous puissions faire le point sur l'anomalie:n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-06 08:47:40+00:00,https://twitter.com/Freebox/status/1930909444453384343,neutral,autre,basse,False,True,15
161,Brig__21,pareil (paris),2024-07-19 18:34:59+00:00,https://twitter.com/Brig__21/status/1814368352434884835,neutral,autre,basse,False,True,15
2985,erisot777,"c’est une honte … pareil pour moi, je suis en teletravail a 100% et si ça dure je risque de perdre mon emploi … honte a free",2025-02-22 12:31:26+00:00,https://twitter.com/erisot777/status/1893277419311628443,neutral,autre,basse,False,True,15
3446,LaMule18,c'est quoi la différence avec la pop normale ?,2025-05-20 08:21:26+00:00,https://twitter.com/LaMule18/status/1924742247347552556,neutral,question,basse,False,True,7
1502,maxeamseace,hé c’est normal vos 3000 relances par jour avec ce genre de messages ??,2024-09-26 13:12:49+00:00,https://twitter.com/maxeamseace/status/1839292039445508279,neutral,question,basse,False,True,7
2265,AndreaCavagni7,"bonjour, ma box marche pendant 2h ensuite elle se déconnecte il faut que je l’éteigne et que je la rallume pour que ça remarche et ainsi de suite. pouvez-vous m’aidez svp ?",2024-11-04 20:11:15+00:00,https://twitter.com/AndreaCavagni7/status/1853530468311855123,neutral,question,moyenne,False,True,15
1782,Braizefn1,j'en peux plus de vous sah c'est trop chiant,2024-10-07 18:39:33+00:00,https://twitter.com/Braizefn1/status/1843360530993750434,neutral,autre,basse,False,True,15
1490,miasbymias,1 mois et demi sans la fibre free .. je vais bientot 1 mois complet sans internet,2024-09-26 07:39:32+00:00,https://twitter.com/miasbymias/status/1839208165964976319,neutral,autre,basse,False,True,15
2812,remx59,normal que la box freeze sur le bandeau ? ‍️,2024-12-05 17:39:25+00:00,https://twitter.com/remx59/status/1864726281880789157,neutral,question,basse,False,True,7
3412,lindalindaissa,"5 techniciens envoyés en 3 mois.ncongés posés à répétition pour rien.nce matin encore : pas de technicien, aucune info, aucun appel.nje paie un service que je n’ai toujours pas, et personne ne bouge.nça fait 3 mois que ça dure. vous comptez agir un jour ?",2025-05-15 08:20:12+00:00,https://twitter.com/lindalindaissa/status/1922929998832243018,neutral,question,basse,False,True,7
3304,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si votre demande d'assistance est toujours d'actualité :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-04-17 08:54:17+00:00,https://twitter.com/Freebox/status/1912791716282724612,neutral,autre,basse,False,True,15
1172,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés naskah7. nnretrouvez-moi dès à présent sur messengern sommes également disponibles via d'autres canauxn – free",2024-09-10 08:18:45+00:00,https://twitter.com/Freebox/status/1833419829136548031,neutral,autre,basse,False,True,15
1450,tchoupi80,"bonjour ! plus d'internet depuis 20 min sur le secteur d'houdan (78). freebox bloquée à l'étape 6, ça ne m'avait pas manqué... avez-vous des infos à nous transmettre svp ?",2024-09-24 13:02:44+00:00,https://twitter.com/tchoupi80/status/1838564726030082266,neutral,question,critique,True,True,30
3386,dooonooovaaan,"bonjour sur la freebox pop player de mon père, la box se met automatiquement en 576p comment ça se fait ?",2025-05-08 17:00:31+00:00,https://twitter.com/dooonooovaaan/status/1920524223442784697,neutral,question,moyenne,False,True,15
2468,lidlfrance,faut venir récupérer le monsieur qui tweet depuis ce matin devant le magasin rue sainte à marseille svp,2024-11-15 16:11:49+00:00,https://twitter.com/lidlfrance/status/1857456480737255922,neutral,autre,basse,False,True,15
3068,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger pour qu'on puisse vous indiquer la démarche à suivre :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-03-12 16:05:40+00:00,https://twitter.com/Freebox/status/1899854314237002206,neutral,autre,basse,False,True,15
1362,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés anthosudistennretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-19 07:27:57+00:00,https://twitter.com/Freebox/status/1836668536506167658,neutral,autre,basse,False,True,15
705,Trafyanis,allez bien vous faire enculer avec votre box qui bug tout les jours et aujourd'hui plus que d'habitude impossible d'avoir internet + impossible de vous joindre,2024-08-19 19:39:26+00:00,https://twitter.com/Trafyanis/status/1825618597323890973,negative,technique,haute,True,True,90
3684,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible.nnretrouvez-moi dès à présent sur messenger pour faire le point sur vos factures:n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-07 11:07:36+00:00,https://twitter.com/Freebox/status/1931307044763521100,neutral,facturation,basse,False,True,15
946,remydarry,"revoyez le language de vos employés ! une coupure qui dure depuis 9 jours, sans explications, sans aucunes nouvelles si je n’appelle pas quasiment tous les jours et quand je demande une compensation, on me répond de prendre un avocat et d’aller au tribunal",2024-08-31 12:54:07+00:00,https://twitter.com/remydarry/status/1829865250625409156,neutral,question,basse,False,True,7
2141,_fyr,les enfoirés de qui m’envoient un spam pour dazn alors que j’ai explicitement dit nonnnils vous payent combien pour ne pas tenir compte de l’out_out explicte ? nncoucou nnet expliquez nous la différence entre ne pas recevoir et recevoir aucun ?,2024-10-24 20:56:49+00:00,https://twitter.com/_fyr/status/1849555669440946647,neutral,question,basse,False,True,7
3370,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nnretrouvez-moi dès à présent sur messenger pour qu'on puisse discuter de votre situation :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-07 11:41:49+00:00,https://twitter.com/Freebox/status/1920081635032146064,neutral,autre,basse,False,True,15
24,MitchelMcPat,et vous ça se passe comment la fibre ?n c’est la misère vraiment jpp,2022-01-23 19:18:24+00:00,https://twitter.com/MitchelMcPat/status/1485331097844129798,neutral,question,moyenne,False,True,15
1536,Adribtl,pour capter nul par ? pour ne pas avoir le débit écrit ? pour avoir des conseillers qui vous parles mal au téléphone et auquel il faut comprendre leur français !? a jamais free les arnaqueurs de merde rip a isaac et ryan du service client ! deux grosses merdes,2024-09-27 14:56:50+00:00,https://twitter.com/Adribtl/status/1839680606617096481,negative,question,basse,False,True,7
2360,MrRobiiin,"j’ai vérifié dans les dans offres freebox sur leur site, c’est toujours inclus normalement ..",2024-11-09 07:30:12+00:00,https://twitter.com/MrRobiiin/status/1855150883446689910,neutral,autre,basse,False,True,15
2997,Rom1gmax,", cela fait maintenant 20 ans que mes parents sont fidèles à vos services avec . depuis maintenant 5 jours il n’ont plus d’internet et aucune solution n’est proposée par vos services pour envoyer un technicien. est en perte de professionnalisme…..",2025-02-25 11:33:03+00:00,https://twitter.com/Rom1gmax/status/1894349889405898789,neutral,autre,basse,False,True,15
2413,BraxoPasDjeuMot,pouvons-nous savoir pourquoi et quand est-ce que ça va être résolu ??,2024-11-13 18:52:32+00:00,https://twitter.com/BraxoPasDjeuMot/status/1856772151648321661,neutral,question,basse,False,True,7
2771,GuillaumeVlt1,bonjour nauriez-vous vous la possibilité de me donner en mp un numéro de téléphone ou un mail qui pourrait régler mon problème avec votre sous traitant qui installe la fibre ? npar avance merci,2024-12-04 13:38:53+00:00,https://twitter.com/GuillaumeVlt1/status/1864303362969145575,neutral,compliment,haute,True,False,7
1815,thieumphone,"fibre nicenbonjour free,ncomment ont fait quand l'immeuble où j'habite a nice n'est fibré par aucun opérateur ? des connexions en adsl en bas débit, fin 2024 ça pique ! rue barberis, 06 nice",2024-10-08 16:14:21+00:00,https://twitter.com/thieumphone/status/1843686377206231521,neutral,question,moyenne,False,True,15
937,BusyspiderFr,pages perso des pannes ponctuelles sont encore présentes et ici c'est l'accès à mysql qui est concerné. a voir le suivi des pannes régulièrement mis à jour sur cet article. ️nn,2024-08-30 15:27:33+00:00,https://twitter.com/BusyspiderFr/status/1829541474872307731,negative,technique,haute,True,True,90
1595,Lillybrun,arnaque aucune fidélité aucun cadeau 20 ans de clientèle et rien,2024-10-01 10:10:52+00:00,https://twitter.com/Lillybrun/status/1841058192102735908,neutral,autre,basse,False,True,15
1236,mymyl_com,j'aimerais passer de ma minifreebox4k vers un abonnement freebox révolution light.ncomment je fais ?,2024-09-13 13:18:32+00:00,https://twitter.com/mymyl_com/status/1834582438464327741,neutral,abonnement,moyenne,False,True,30
1743,dorzyo,j'adore free pr le prix mais alors qu'est-ce que le service est nul sur hotline et en boutique ! l'ia n'aura pas de mal à remplacer vos hotline vu le type de réponse que l'on a . être courtois est bien mais ne pas réussir à résoudre les problèmes c'est usant !n,2024-10-04 17:29:40+00:00,https://twitter.com/dorzyo/status/1842255782441623940,negative,facturation,haute,True,True,45
1355,Freebox,"désolé pour notre temps de réponse nla messagerie privée x n’est plus disponible, et nous en sommes désolés. nvous n'avez pas encore envoyé de dm ? retrouvez-moi dès à présent sur messenger &gt; ou via - free",2024-09-19 07:08:22+00:00,https://twitter.com/Freebox/status/1836663609671237952,neutral,question,basse,False,True,7
1103,Beldecadix,en gironde près du porge 33680 panne totale free du 27/8 matin au 6/9/24 dans la nuit 2 appels pour signaler pylône défectueux apparement l’opérateur nous indique que le seul moyen d’obtenir 1 indemnisation est d’envoyer 1 recommandé…très pénalisant pour le télétravail,2024-09-07 10:29:50+00:00,https://twitter.com/Beldecadix/status/1832365656651477375,negative,réseau,haute,True,True,135
3363,Bobodughetto,"ma connexion a été coupée depuis une semaine, depuis zéro nouvelle. aucune information partagée pour savoir quel est le problème, ni aucune date de rétablissement de ligne, c’est normal ça ??",2025-05-06 10:01:55+00:00,https://twitter.com/Bobodughetto/status/1919694105380098113,negative,question,haute,True,True,22
1445,razlahan,"nnest ce normal que la seule information disponible sur une panne ce soit ça ? (voir screen) et que quand on téléphone pour essayer d'avoir un humain, la réponse c'est soyez patient c'est une panne globale alors que je suis le seul à ne pas avoir internet par chez moi ?",2024-09-24 10:16:46+00:00,https://twitter.com/razlahan/status/1838522958756610204,negative,technique,haute,True,True,90
1852,jabvt9,svp y’a pas quelqu’un ici qui bosse chez free ??,2024-10-10 17:34:31+00:00,https://twitter.com/jabvt9/status/1844431330278506938,neutral,question,basse,False,True,7
2447,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés n6corpnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-11-14 10:17:45+00:00,https://twitter.com/Freebox/status/1857004988163080497,neutral,autre,basse,False,True,15
208,Im_Eezy,bientôt 20 jours que j'ai pas internet chez moi. vous allez me rembourser mon mois,2024-07-22 14:18:44+00:00,https://twitter.com/Im_Eezy/status/1815391031518548246,neutral,autre,basse,False,True,15
2386,MarcTrob,"franchement, le sav ça devient n’importe quoi… tu reçoit un message, demandant d’appeler le 3244 pour avoir un conseiller; mais sur ce même numéro, tout est fait pour ne pas réussir à joindre un humain. nbox bloqué en étape 2 depuis vendredi sur corbeil… ?",2024-11-12 14:37:13+00:00,https://twitter.com/MarcTrob/status/1856345509545288166,neutral,question,critique,True,True,30
1770,GP_1899,normal de plus avoir internet et tv ? panne générale ?,2024-10-07 10:12:10+00:00,https://twitter.com/GP_1899/status/1843232844224844001,negative,technique,haute,True,True,90
1120,Red_82370,j'ai la fibrenmerci,2024-09-08 15:50:31+00:00,https://twitter.com/Red_82370/status/1832808746545762520,positive,compliment,basse,False,False,2
374,pierre_pigeat,"ok moi gros problèmes aujourd'hui sur carpentras, je sais pas si c'est le même problème",2024-07-30 09:13:37+00:00,https://twitter.com/pierre_pigeat/status/1818213345532465469,negative,autre,haute,True,True,45
1895,davlgd,"par contre on ne vous dérange pas ? , un avis ? par ce que la notion de prix indiqué en gros valable 6 mois sur un engagement de 12 mois, si ce n'est pas une volonté claire de tromper le consommateur, je ne sais pas ce que c'est.",2024-10-15 06:27:44+00:00,https://twitter.com/davlgd/status/1846075465603158209,neutral,facturation,basse,False,True,15
992,zbug,bonjour !nnun tech dans le coins pour répondre à ce qui semble être une question pourtant simple mais qui tourne en rond:nnle backup 4g est-il compatible et fonctionnel si la freebox est configurée en mode bridge ?nn(mes tests semblent indiquer que non),2024-09-03 11:56:36+00:00,https://twitter.com/zbug/status/1830937941054529978,neutral,question,moyenne,False,True,15
3601,Belibaste,"l'installation de la fibre, c'est une vraie galère, impossible d'avoir une date pour la venue d'un technicien, ça fais bientôt 6 mois. quelqu'un peut m'aider ? clients depuis très très longtemps",2025-06-02 13:59:31+00:00,https://twitter.com/Belibaste/status/1929538371132522769,neutral,question,moyenne,False,True,15
1246,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés f4tugnnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-09-13 15:31:42+00:00,https://twitter.com/Freebox/status/1834615948256379167,neutral,autre,basse,False,True,15
390,b7hrj47hqj,comment je fais pour l’avoir,2024-07-30 17:52:00+00:00,https://twitter.com/b7hrj47hqj/status/1818343801301418158,neutral,question,moyenne,False,True,15
2283,mathieu_yves,"voilà pourquoi je ne suis pas resté chez , samedi 26/10 8h45 plus de fibre (chez free) inter lundi 28/10 fibre détériorée dans l'armoire de rue, dossier transmis à (sfr gère l'infrastructure dans la commune) non est le 29/10 et toujours pas réparé",2024-11-05 16:01:38+00:00,https://twitter.com/mathieu_yves/status/1853830037729919378,neutral,question,basse,False,True,7
838,Baptiste_RLC95,"je vais commencé à monter en pression , pour mon bien régler le souci je commence à devenir fou",2024-08-25 15:41:30+00:00,https://twitter.com/Baptiste_RLC95/status/1827733045975077178,neutral,autre,basse,False,True,15
297,RLY_M0nsTeR,"ça serait bien d'arrêter de faire les morts, et de répondre et d'arrêter avec cette putains de boîte vocal quand on veut parler à un humain !!",2024-07-27 18:02:22+00:00,https://twitter.com/RLY_M0nsTeR/status/1817259246435680651,neutral,question,basse,False,True,7
375,Eric_Rung,"lamentable de se faire balader chez pour ma demande d’une freebox pop adsl by . rdv programmé le 12/07/24 avec france telecom 15h/17h. personne n’est passé. j’ai signalé ceci. « bah c’est normal, pas forcément besoin de se déplacer ». nouveau rdv le 5/08.",2024-07-30 09:31:13+00:00,https://twitter.com/Eric_Rung/status/1818217776089084081,neutral,réseau,basse,False,True,45
693,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés.nen cas de besoin, je suis disponible sur messenger n▶️ ou via – free",2024-08-19 13:23:19+00:00,https://twitter.com/Freebox/status/1825523942993412352,neutral,autre,basse,False,True,15
2479,denztv1,donc moi je paie 40e par moi pour avoir ça comme débit ? venez par là on a des trucs à se dire,2024-11-17 12:56:17+00:00,https://twitter.com/denztv1/status/1858132049023902130,neutral,question,basse,False,True,7
1970,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés didi69220159758nnretrouvez-nous dès à présent sur messenger &gt; nou via",2024-10-17 13:00:55+00:00,https://twitter.com/Freebox/status/1846899190233780364,neutral,autre,basse,False,True,15
1033,kermitt2023,"depuis 2 mois problème de débit, de service télé.nles techniciens constatent le problème mais le retour est tout est normal chez l'abonné. auj un prob sur l'infrastructure est possible et l'on me demande de conracter . dois-je tirer les câbles ?",2024-09-04 16:48:14+00:00,https://twitter.com/kermitt2023/status/1831373717936730524,negative,question,haute,True,True,22
625,daniel36363636,"bonjour, j'ai fait du ménage dans ma boîte aux lettres zimbra free, elle ne charge toujours pas de nouveaux messages, y a-t-il quelque chose à faire pour la réamorcer ?",2024-08-13 13:23:46+00:00,https://twitter.com/daniel36363636/status/1823349728110637391,neutral,question,basse,False,True,7
